449 [[51.520080142541445, -0.12050894144131138], 0.11979166666666667]
450 [[51.52299712470072, -0.11605281018354341], 0.010416666666666666]
451 [[51.5187713074812, -0.11736654595255111], 0.005208333333333333]
452 [[51.52326610654769, -0.11627363336297439], 0.005208333333333333]
453 [[51.53484824392649, -0.13359500367802118], 0.09895833333333333]
454 [[51.523758669748695, -0.13100207545243997], 0.046875]
455 [[51.54417322179226, -0.13820444061018122], 0.036458333333333336]
456 [[51.536206076265536, -0.14328087979879636], 0.078125]
457 [[51.545164331355224, -0.1420236312126662], 0.015625]
458 [[51.540369715803266, -0.16011216777325044], 0.078125]
459 [[51.541770442372076, -0.15714579498679035], 0.020833333333333332]
460 [[51.557112284963765, -0.16828184108084598], 0.0]
461 [[51.55393635182001, -0.1549220273673534], 0.09895833333333333]
462 [[51.523521927736866, -0.11237132147862448], 0.0]
463 [[51.53449114183715, -0.14036863285596626], 0.078125]
464 [[51.520408923240204, -0.13380853688878247], 0.125]
465 [[51.52490376986382, -0.1431662470955573], 0.03125]
466 [[51.52548491649206, -0.12979772160682868], 0.15625]
467 [[51.524865228568984, -0.1313342626094231], 0.06770833333333333]
468 [[51.546934818638114, -0.14361696021877957], 0.10416666666666667]
469 [[51.536394219512346, -0.1388199922496388], 0.08333333333333333]
470 [[51.542972118947404, -0.16643839633336777], 0.17708333333333334]
471 [[51.54886610729413, -0.1719833548019603], 0.057291666666666664]
472 [[51.52660184675259, -0.13709327269804727], 0.052083333333333336]
473 [[51.519198673294426, -0.13077877574279065], 0.0]
474 [[51.553841521959384, -0.16385689949431798], 0.08854166666666667]
475 [[51.52630036685563, -0.13678668589504608], 0.036458333333333336]
476 [[51.51790882333838, -0.12217212144777086], 0.140625]
477 [[51.52398270957791, -0.1401417922480894], 0.052083333333333336]
478 [[51.53896036123879, -0.1364409778806926], 0.0]
479 [[51.52645386054766, -0.12532746661981464], 0.25]
480 [[51.539382664770535, -0.13831775661080495], 0.041666666666666664]
481 [[51.52511967572063, -0.11586887307458364], 0.11979166666666667]
482 [[51.53655224658289, -0.13019788699597915], 0.0]
483 [[51.52279723121541, -0.11561200360489761], 0.036458333333333336]
484 [[51.53992947888548, -0.15323395762204745], 0.03125]
485 [[51.531037389445345, -0.1299858740053259], 0.0]
486 [[51.520713241045726, -0.13310662786004734], 0.08854166666666667]
487 [[51.553992248885706, -0.13828177700188893], 0.0]
488 [[51.55594156496356, -0.14913949405356602], 0.026041666666666668]
489 [[51.536484772420295, -0.1376506759489285], 0.0]
490 [[51.51591184681497, -0.12551366484819146], 0.421875]
491 [[51.547244494788686, -0.15438379165948274], 0.10416666666666667]
492 [[51.51701753617252, -0.1281820476441129], 0.19270833333333334]
493 [[51.546510213703144, -0.15819236323934205], 0.03125]
494 [[51.517214078672374, -0.12747939585855667], 0.21354166666666666]
495 [[51.54431916447277, -0.1440536931937924], 0.08854166666666667]
496 [[51.52168234116387, -0.13800680151983047], 0.036458333333333336]
497 [[51.534969245987334, -0.13331347088171927], 0.09895833333333333]
498 [[51.53351105402385, -0.14046450418139], 0.10416666666666667]
499 [[51.52712808802664, -0.13664487377492363], 0.13541666666666666]
500 [[51.52661674482516, -0.11811306976272296], 0.109375]
501 [[51.51950448810325, -0.1177879026002136], 0.08854166666666667]
502 [[51.55930640180874, -0.14932523268772174], 0.171875]
503 [[51.526535440538865, -0.1348754899157173], 0.15625]
504 [[51.52102707573028, -0.11792935020283324], 0.390625]
505 [[51.52186090603444, -0.12020774622083125], 0.125]
506 [[51.52607483581686, -0.12263490105874153], 0.08333333333333333]
507 [[51.523405793122436, -0.11135145660699958], 0.09895833333333333]
508 [[51.53696551529212, -0.1363117517996657], 0.203125]
509 [[51.52718165375889, -0.13930169472997345], 0.06770833333333333]
510 [[51.52669998982898, -0.12841102165441892], 0.078125]
511 [[51.52317426930804, -0.1250776543607911], 0.4270833333333333]
512 [[51.55563159366487, -0.16656927587338957], 0.13020833333333334]
513 [[51.54338385958734, -0.16251304407386552], 0.0625]
514 [[51.5219818264518, -0.12234761490812525], 0.11458333333333333]
515 [[51.524554755405475, -0.11733498782886248], 0.09895833333333333]
516 [[51.52051686960505, -0.11548653522087231], 0.036458333333333336]
517 [[51.56184763835057, -0.1501267043653452], 0.0]
518 [[51.55244971165196, -0.16826541574086867], 0.0]
519 [[51.5216296283748, -0.13038890099427106], 0.005208333333333333]
520 [[51.52070187171353, -0.13551209281191445], 0.10416666666666667]
521 [[51.52285466790584, -0.13780588426868684], 0.09895833333333333]
522 [[51.53162454333328, -0.13458853208806745], 0.17708333333333334]
523 [[51.522552812465435, -0.13614353897687692], 0.15104166666666666]
524 [[51.53001052666053, -0.14426580787081972], 0.015625]
525 [[51.52327388913389, -0.11783839087118736], 0.046875]
526 [[51.52427313757798, -0.1389761203707368], 0.18229166666666666]
527 [[51.528670961701195, -0.12015893864346615], 0.0]
528 [[51.519496715816004, -0.1300798751571139], 0.020833333333333332]
529 [[51.55493538177971, -0.17136966368774978], 0.0]
530 [[51.51567683482253, -0.12290728051573946], 0.8489583333333334]
531 [[51.52950691710372, -0.11966348619941208], 0.036458333333333336]
532 [[51.51678843110409, -0.11514030302163361], 0.0]
533 [[51.52143134874396, -0.1214587656079166], 0.010416666666666666]
534 [[51.534091940147675, -0.14605981267565185], 0.0]
535 [[51.540273331189326, -0.14299695036208415], 1.0]
536 [[51.54474384291467, -0.13902289747169608], 0.057291666666666664]
537 [[51.545197679377196, -0.14194997543783092], 0.015625]
538 [[51.5262174653945, -0.13665452260259062], 0.036458333333333336]
539 [[51.53640406425733, -0.13790041913527362], 0.036458333333333336]
540 [[51.52569215983138, -0.1305092029791188], 0.17708333333333334]
541 [[51.53862541183726, -0.15542778873960442], 0.0]
542 [[51.52509328778447, -0.13244945097631328], 0.036458333333333336]
543 [[51.55556737771396, -0.13931401963615742], 0.052083333333333336]
544 [[51.52279694598903, -0.12728960869300016], 0.07291666666666667]
545 [[51.526441995703635, -0.12607517996044315], 0.0]
546 [[51.53944626843435, -0.14763246154133414], 0.08333333333333333]
547 [[51.5555254409144, -0.16544610434993184], 0.08333333333333333]
548 [[51.54578412010528, -0.1623370484363046], 0.203125]
549 [[51.520172504059644, -0.11963861471533394], 0.16666666666666666]
550 [[51.52298006799123, -0.1356943805350087], 0.11979166666666667]
551 [[51.523591707542735, -0.12817404545263467], 0.0]
552 [[51.553945050502094, -0.137855749464664], 0.020833333333333332]
553 [[51.525100123645615, -0.14311363026639773], 0.03125]
554 [[51.5555566725309, -0.16546395459935467], 0.08333333333333333]
555 [[51.542263004461226, -0.14138921970743], 0.08854166666666667]
556 [[51.55435851768114, -0.17218194481889582], 0.0]
557 [[51.522530546781326, -0.12655675382882797], 0.07291666666666667]
558 [[51.54656341250565, -0.15759076982777237], 0.052083333333333336]
559 [[51.51987120825694, -0.11628361598828649], 0.08854166666666667]
560 [[51.52281589127331, -0.13587837734122823], 0.046875]
561 [[51.538033245146224, -0.14350701461723536], 0.3177083333333333]
562 [[51.521162510941224, -0.11893425981342802], 0.125]
563 [[51.526628272902066, -0.1370688451447455], 0.041666666666666664]
564 [[51.5456316150258, -0.14203723861230866], 0.16145833333333334]
565 [[51.526326189439644, -0.1255953648547348], 0.25]
566 [[51.541297857715655, -0.13778643267185836], 0.0]
567 [[51.54822490906162, -0.14124577484852735], 0.036458333333333336]
568 [[51.5266584088233, -0.13621471692482773], 0.052083333333333336]
569 [[51.523643823711154, -0.13495837101664587], 0.07291666666666667]
570 [[51.54338269885281, -0.13206730469252276], 0.0]
571 [[51.51650714920942, -0.12624176636365975], 0.21875]
572 [[51.531846082584735, -0.13396338587113543], 0.09895833333333333]
573 [[51.52851614181795, -0.14283567462878563], 0.2552083333333333]
574 [[51.54907322433742, -0.13859307717368116], 0.03125]
575 [[51.54001951121767, -0.13163244837639262], 0.057291666666666664]
