119 [[51.51773427929734, -0.12260281350451631], 0.140625]
120 [[51.5559961757762, -0.14923946343008415], 0.026041666666666668]
121 [[51.55055631238004, -0.15109092786220119], 0.140625]
122 [[51.55032187344854, -0.16502660805195163], 0.19270833333333334]
123 [[51.51959441574749, -0.1229576076504364], 0.078125]
124 [[51.539718504428635, -0.15272939976248698], 0.03125]
125 [[51.52519133985326, -0.14305210423941955], 0.046875]
126 [[51.52573131676357, -0.13355097248850722], 0.0]
127 [[51.52333018739435, -0.12520048495026526], 0.4635416666666667]
128 [[51.55786228030167, -0.14784561514545425], 0.041666666666666664]
129 [[51.51813081184244, -0.1339781113402943], 0.3177083333333333]
130 [[51.54200703560272, -0.1562290833632492], 0.08333333333333333]
131 [[51.54606025435851, -0.1439460729667996], 0.13020833333333334]
132 [[51.52189800405134, -0.1404016941168399], 0.026041666666666668]
133 [[51.539464719563234, -0.13535700504129272], 0.0]
134 [[51.52037193700539, -0.12614312941191055], 0.0]
135 [[51.53575924490996, -0.14623877899241167], 0.0]
136 [[51.526670394348585, -0.12469642535633088], 0.25]
137 [[51.51902036360171, -0.11592578561572216], 0.0]
138 [[51.535840230952644, -0.1414724419821621], 0.078125]
139 [[51.55867940249655, -0.143690136465074], 0.09375]
140 [[51.53840170924255, -0.13348084055753445], 0.036458333333333336]
141 [[51.54907834517746, -0.13862875607271385], 0.03125]
142 [[51.52851846248571, -0.1417145689519893], 0.0]
143 [[51.519528769528414, -0.1321997412495325], 0.005208333333333333]
144 [[51.557343789492904, -0.16794351198540725], 0.0]
145 [[51.53612013470574, -0.14173122242428388], 0.20833333333333334]
146 [[51.53751468132759, -0.14299183621974193], 0.09895833333333333]
147 [[51.52138857913074, -0.13626076150889097], 0.046875]
148 [[51.523922780220744, -0.1405987202024057], 0.052083333333333336]
149 [[51.52758712008974, -0.12816860326058158], 0.203125]
150 [[51.52851715374308, -0.14233462395097035], 0.2552083333333333]
151 [[51.55092921802255, -0.1492979667785519], 0.10416666666666667]
152 [[51.51543517571481, -0.12121121930714124], 0.125]
153 [[51.54322253843492, -0.14907375934373035], 0.16666666666666666]
154 [[51.53063752739966, -0.1330613457641543], 0.2552083333333333]
155 [[51.542669873790885, -0.1663618041701679], 0.17708333333333334]
156 [[51.54158538325107, -0.13693710414432916], 0.041666666666666664]
157 [[51.516032269602405, -0.11820124255414499], 0.0]
158 [[51.5536019404704, -0.16240459625858242], 0.171875]
159 [[51.52632903406391, -0.1393537175505669], 0.0]
160 [[51.54646728524388, -0.16133524472933258], 0.026041666666666668]
161 [[51.54208922779985, -0.15497659673315492], 0.026041666666666668]
162 [[51.521109651616484, -0.12151871761079647], 0.010416666666666666]
163 [[51.53827585802662, -0.14140709973403023], 0.15625]
164 [[51.5191120498379, -0.11696545074708858], 0.08854166666666667]
165 [[51.53133823634094, -0.13338130754358674], 0.09895833333333333]
166 [[51.53759079091733, -0.14310713842218964], 0.2864583333333333]
167 [[51.54922907140429, -0.17157878496503226], 0.13020833333333334]
168 [[51.529197727222986, -0.1313607709683355], 0.09895833333333333]
169 [[51.54088966569019, -0.14382728244249407], 0.6354166666666666]
170 [[51.542365264475436, -0.14692547933309974], 0.19791666666666666]
171 [[51.53849319761376, -0.13094909570599994], 0.010416666666666666]
172 [[51.52054045224618, -0.1299760745268349], 0.005208333333333333]
173 [[51.54912288810928, -0.14578695115925178], 0.0]
174 [[51.54540400981845, -0.1413425420204156], 0.0]
175 [[51.53661477568415, -0.13659416115774858], 0.08854166666666667]
176 [[51.52709665678554, -0.13757369995442026], 0.14583333333333334]
177 [[51.551769313739484, -0.15732948068570685], 0.08333333333333333]
178 [[51.538119757972964, -0.14353666065298712], 0.3177083333333333]
179 [[51.52032479319581, -0.11199814356195086], 0.3333333333333333]
180 [[51.537928915108964, -0.13309378711281644], 0.036458333333333336]
181 [[51.560952884130046, -0.14470976502563618], 0.020833333333333332]
182 [[51.54877580141773, -0.14079615050379274], 0.15625]
183 [[51.544715125583124, -0.14372647559254173], 0.052083333333333336]
184 [[51.52679292691729, -0.12439156372618218], 0.22916666666666666]
185 [[51.52965571563679, -0.12340411343161134], 0.8958333333333334]
186 [[51.543660211874126, -0.15197648639438988], 0.0]
187 [[51.51643242923771, -0.1275228030950307], 0.34375]
188 [[51.544592339485334, -0.13434470802236598], 0.0]
189 [[51.52911014220474, -0.12333702168159251], 0.23958333333333334]
190 [[51.55616777073981, -0.14763481604126089], 0.026041666666666668]
191 [[51.542420918682815, -0.1415248550706114], 0.041666666666666664]
192 [[51.52245884445905, -0.12654153566887993], 0.07291666666666667]
193 [[51.52049438886413, -0.13685786650353796], 0.08854166666666667]
194 [[51.54079134962518, -0.1649849995267776], 0.0]
195 [[51.52853012797005, -0.13981399096317632], 0.0]
196 [[51.539283665528416, -0.1409878014369232], 0.020833333333333332]
197 [[51.52425196958287, -0.13890612178956135], 0.18229166666666666]
198 [[51.55239954606505, -0.14100996541349908], 0.026041666666666668]
199 [[51.5480305558889, -0.14089986997001608], 0.036458333333333336]
200 [[51.54660384468771, -0.1647881460671608], 0.07291666666666667]
201 [[51.526101412608966, -0.14046348293045657], 0.005208333333333333]
202 [[51.540892475487325, -0.1574304991354118], 0.16145833333333334]
203 [[51.536566132473766, -0.14213489174410288], 0.23958333333333334]
204 [[51.53932623033894, -0.1347170111411851], 0.03125]
205 [[51.55837042042316, -0.14837086231682856], 0.0]
206 [[51.53273907111155, -0.1399946747775616], 0.0]
207 [[51.545767476193305, -0.14066507370609502], 0.0]
208 [[51.543921042905765, -0.1556352047086949], 0.08333333333333333]
209 [[51.518917115439315, -0.11672302781921756], 0.005208333333333333]
210 [[51.52217012814218, -0.10956111715707016], 0.052083333333333336]
211 [[51.51770773005636, -0.13039334842583428], 0.036458333333333336]
212 [[51.55074981489246, -0.15557908034194556], 0.11458333333333333]
213 [[51.53390538713316, -0.14373671691914078], 0.026041666666666668]
214 [[51.539031540033086, -0.15221691000560778], 0.046875]
215 [[51.54400108158349, -0.13260721091444416], 0.09375]
216 [[51.51842781518169, -0.13321186589205392], 0.2552083333333333]
217 [[51.52375965246339, -0.12553978381862943], 0.21875]
218 [[51.52159329200478, -0.12195040171418059], 0.13020833333333334]
219 [[51.51870042998918, -0.12502198446889584], 0.052083333333333336]
220 [[51.54374136046922, -0.13966170807766848], 0.08333333333333333]
221 [[51.54088344014505, -0.1563425728490065], 0.15104166666666666]
222 [[51.521105298498384, -0.1270611459873936], 0.0]
223 [[51.52549883913048, -0.13029910559849012], 0.17708333333333334]
224 [[51.52058923064462, -0.12472767210642859], 0.036458333333333336]
225 [[51.520682279717626, -0.1331756434593524], 0.08854166666666667]
226 [[51.54445898869283, -0.1492294798000189], 0.109375]
227 [[51.55191913187785, -0.17151163499249383], 0.005208333333333333]
228 [[51.52562242544154, -0.13173374297675172], 0.13020833333333334]
229 [[51.54978003350834, -0.17089300201196206], 0.125]
230 [[51.519076923317726, -0.11538241586164905], 0.078125]
231 [[51.519548683280675, -0.11847577230379189], 0.057291666666666664]
232 [[51.519936359001036, -0.11516654356680728], 0.041666666666666664]
233 [[51.555321670027354, -0.16604207401027], 0.16145833333333334]
234 [[51.51932739850106, -0.11926575262219477], 0.057291666666666664]
235 [[51.557335776167875, -0.1680208473335366], 0.0]
236 [[51.53723869258779, -0.1345428480874666], 0.11458333333333333]
237 [[51.51820209631217, -0.12405439404839251], 0.0625]
238 [[51.52174887622192, -0.12279922365305951], 0.13020833333333334]
239 [[51.54536835231601, -0.1413522895952728], 0.0]
240 [[51.52323685362118, -0.11066399425592503], 0.09895833333333333]
241 [[51.52408473110924, -0.13909120225086388], 0.09895833333333333]
242 [[51.54189281510027, -0.15465780809068902], 0.0]
243 [[51.543377653413565, -0.17217471014983998], 0.203125]
244 [[51.54321558075655, -0.16250449696742691], 0.0]
245 [[51.55215573447377, -0.1406459445889241], 0.026041666666666668]
246 [[51.51835910353127, -0.1166159064843813], 0.17708333333333334]
247 [[51.51840791261536, -0.1314303504852881], 0.125]
248 [[51.53927701877964, -0.1411128144383579], 0.3854166666666667]
249 [[51.52336225658784, -0.12360634016286405], 0.2708333333333333]
250 [[51.55986577337298, -0.17261510328598617], 0.11458333333333333]
251 [[51.52336640911128, -0.14119534639960613], 0.026041666666666668]
252 [[51.52557772373024, -0.12549130262992536], 0.07291666666666667]
253 [[51.52916703779445, -0.12310448578434197], 0.23958333333333334]
254 [[51.521203636892025, -0.11827613834750861], 0.08333333333333333]
255 [[51.54969484305635, -0.14023348117685513], 0.020833333333333332]
256 [[51.55298492649549, -0.1433355964775332], 0.036458333333333336]
257 [[51.53765351700199, -0.14460353078212984], 0.1875]
258 [[51.52765611650718, -0.12718632892215115], 0.09895833333333333]
259 [[51.54872567928547, -0.13997815387160722], 0.010416666666666666]
260 [[51.52554856809478, -0.13285649246216782], 0.041666666666666664]
261 [[51.543520249271026, -0.1485386030378468], 0.140625]
262 [[51.523022967655805, -0.11768552221475503], 0.046875]
263 [[51.51891234021771, -0.11648989116111251], 0.005208333333333333]
264 [[51.53097935714, -0.13349681416599227], 0.0]
265 [[51.53242602702743, -0.1300223384902788], 0.052083333333333336]
266 [[51.517437121607195, -0.12932905731776734], 0.13541666666666666]
267 [[51.52677070428801, -0.12637593525731622], 0.005208333333333333]
268 [[51.55695951968042, -0.16855274877831763], 0.0]
269 [[51.53754752262698, -0.1329591938405072], 0.036458333333333336]
270 [[51.51970571059072, -0.10820118850989176], 0.10416666666666667]
271 [[51.523140127691136, -0.12459381451553872], 0.5]
272 [[51.529351369476956, -0.12386869736524561], 0.23958333333333334]
273 [[51.523987263237515, -0.12572073264401928], 0.24479166666666666]
274 [[51.52644131942732, -0.14091242942629117], 0.036458333333333336]
275 [[51.52086813298161, -0.11599817372773027], 0.036458333333333336]
276 [[51.55366821884482, -0.14214229881671936], 0.052083333333333336]
277 [[51.54511738721311, -0.14397481055292688], 0.052083333333333336]
278 [[51.54091714174882, -0.15745985410413882], 0.036458333333333336]
279 [[51.51944503535121, -0.13670172076729764], 0.24479166666666666]
280 [[51.545811653899975, -0.13022276286330886], 0.046875]
281 [[51.55580536779541, -0.14906187607161347], 0.026041666666666668]
282 [[51.534717467683016, -0.13191992256859733], 0.125]
283 [[51.55309375394965, -0.14312892479825662], 0.036458333333333336]
284 [[51.516484172903176, -0.1149997405972912], 0.0]
285 [[51.52019221184055, -0.1162402083909484], 0.078125]
286 [[51.519746969713424, -0.13604444808938737], 0.21875]
287 [[51.533660032433936, -0.14101302092753598], 0.10416666666666667]
288 [[51.54082908686598, -0.16497192356317758], 0.0]
289 [[51.51769579247637, -0.13283547003657095], 0.109375]
290 [[51.52595102403145, -0.1364398948866222], 0.0]
291 [[51.52102809948761, -0.13239016103841694], 0.057291666666666664]
292 [[51.52617223063416, -0.11834358327168076], 0.109375]
293 [[51.527835007234614, -0.12735008654158536], 0.09895833333333333]
294 [[51.547299705012634, -0.14125163365183485], 0.109375]
295 [[51.53436147084521, -0.13949446522640416], 0.15625]
296 [[51.56186694141357, -0.1497019800309], 0.0]
297 [[51.528544304072554, -0.1258055823932176], 0.20833333333333334]
298 [[51.54838607698648, -0.14637192512872038], 0.03125]
299 [[51.52933527445374, -0.1226963537384244], 0.5729166666666666]
300 [[51.54137893196756, -0.1536773163096064], 0.109375]
301 [[51.52317856855245, -0.1276835361995215], 0.0]
302 [[51.54901486601519, -0.14775343085204407], 0.026041666666666668]
303 [[51.543330092533395, -0.1399967486007571], 0.03125]
304 [[51.52432224238275, -0.13875716330606053], 0.4479166666666667]
305 [[51.52760908625976, -0.1371197786247041], 0.13020833333333334]
306 [[51.53488214666045, -0.14064325337932482], 0.10416666666666667]
307 [[51.518154920847365, -0.13401627876167865], 0.3177083333333333]
308 [[51.52680622219144, -0.12484874807008972], 0.09895833333333333]
309 [[51.55381098624542, -0.1639561612688674], 0.08854166666666667]
310 [[51.52128691961266, -0.11900495161965785], 0.057291666666666664]
311 [[51.546532815602276, -0.14387631943039025], 0.13020833333333334]
312 [[51.56035924074034, -0.15014569989536497], 0.0]
313 [[51.55437371285076, -0.1656504514203368], 0.08333333333333333]
314 [[51.55434874966118, -0.17213680867522396], 0.0]
315 [[51.519805809957774, -0.12233503641066953], 0.234375]
316 [[51.52320256197921, -0.14102945205873363], 0.03125]
317 [[51.5179017485543, -0.1252423483552486], 0.10416666666666667]
318 [[51.55322493137051, -0.16153796737632042], 0.140625]
319 [[51.52218273776505, -0.1377079292815826], 0.11979166666666667]
320 [[51.52157318407001, -0.12103460551619935], 0.010416666666666666]
321 [[51.52964924320409, -0.12854077794327418], 0.0]
322 [[51.51977006782897, -0.11507485306871713], 0.041666666666666664]
323 [[51.55721033342101, -0.1699466965047183], 0.0]
324 [[51.54542914741812, -0.14625959414201878], 0.052083333333333336]
325 [[51.523752312325904, -0.12829238804513815], 0.0]
326 [[51.55037733291912, -0.1493379526792325], 0.0]
327 [[51.51488906382089, -0.12775511459902444], 0.2708333333333333]
328 [[51.52442899140259, -0.13828117216530136], 0.4479166666666667]
329 [[51.52415043642419, -0.11667289753591939], 0.09895833333333333]
330 [[51.526488491716776, -0.11836755892169956], 0.109375]
331 [[51.527664971419725, -0.12675725707632213], 0.09895833333333333]
332 [[51.541047441035886, -0.14268174324801614], 0.005208333333333333]
333 [[51.53973112618927, -0.15285912216416425], 0.03125]
334 [[51.55864415415863, -0.1437062203095248], 0.09375]
335 [[51.523705922803096, -0.1150890192276735], 0.015625]
336 [[51.54203204696164, -0.15758085446025677], 0.020833333333333332]
337 [[51.52545828179944, -0.13281668216184173], 0.041666666666666664]
338 [[51.528926872499554, -0.1320435281040463], 0.9635416666666666]
339 [[51.5174720682074, -0.11555999721899057], 0.0]
340 [[51.51844307558747, -0.13326762302309864], 0.2552083333333333]
341 [[51.52548988628566, -0.14301825200086477], 0.09895833333333333]
342 [[51.5427620755994, -0.13299144968298826], 0.109375]
343 [[51.54148222888262, -0.1372378648286493], 0.041666666666666664]
344 [[51.545919448718934, -0.1477900202136242], 0.0]
345 [[51.55266377600779, -0.1594776390449743], 0.026041666666666668]
346 [[51.519171749730766, -0.12390938446038893], 0.09895833333333333]
347 [[51.555846063462866, -0.1666061852276497], 0.13020833333333334]
348 [[51.55725082630076, -0.16983460894999325], 0.0]
349 [[51.5440332096898, -0.1472128398149713], 0.041666666666666664]
350 [[51.56110703827247, -0.14436941201003867], 0.0]
351 [[51.52373829188126, -0.14015575121315826], 0.109375]
352 [[51.542257225705484, -0.15576850647710616], 0.026041666666666668]
353 [[51.526829550244415, -0.1285556557427625], 0.08333333333333333]
354 [[51.54594610200358, -0.1495708150164169], 0.046875]
355 [[51.531066665368826, -0.13418598429783654], 0.15104166666666666]
356 [[51.526223490543146, -0.13986680519434125], 0.0]
357 [[51.54586838830008, -0.16227198609004112], 0.203125]
358 [[51.5284803151151, -0.1428329542197509], 0.2552083333333333]
359 [[51.521547481612004, -0.11499069215643823], 0.03125]
360 [[51.5202920440894, -0.12072668688353257], 0.11979166666666667]
361 [[51.551305714972784, -0.1378563146949393], 0.057291666666666664]
362 [[51.529374110617354, -0.13912836098311188], 0.0]
363 [[51.53209953010192, -0.1422220810859159], 0.0]
364 [[51.54374255345462, -0.14854667045486786], 0.140625]
365 [[51.521357118977924, -0.11487195567664474], 0.03125]
366 [[51.5416123184726, -0.15674788331219275], 0.10416666666666667]
367 [[51.54020795522967, -0.1538945376510888], 0.052083333333333336]
368 [[51.52081950139849, -0.11208777268581932], 0.3333333333333333]
369 [[51.54996862316006, -0.14010935638822278], 0.036458333333333336]
370 [[51.52072745805383, -0.10784134745352417], 0.08333333333333333]
371 [[51.54110949584218, -0.1659299045883697], 0.06770833333333333]
372 [[51.55526949230149, -0.13921851712088493], 0.005208333333333333]
373 [[51.52975464841629, -0.13243432000789557], 0.036458333333333336]
374 [[51.548257179713396, -0.13876809911123938], 0.06770833333333333]
375 [[51.52111412709105, -0.1321913020460928], 0.057291666666666664]
376 [[51.529522871858774, -0.12846608067839513], 0.0]
377 [[51.51549107581821, -0.12898963146723813], 0.3125]
378 [[51.5461699757271, -0.13418232685731718], 0.23958333333333334]
379 [[51.51776233170877, -0.1215846494687163], 0.041666666666666664]
380 [[51.52632444991994, -0.1311947795234783], 0.296875]
381 [[51.516083959747974, -0.12834173661928897], 0.19791666666666666]
382 [[51.538202732866694, -0.13793796575852246], 0.046875]
383 [[51.51993533271172, -0.11735706558435183], 0.08333333333333333]
384 [[51.52786171803818, -0.11749763886691238], 0.041666666666666664]
385 [[51.52159144313231, -0.13249592167765004], 0.0]
386 [[51.52642039522073, -0.13890624550480316], 0.010416666666666666]
387 [[51.52486716798803, -0.1431390857731627], 0.03125]
388 [[51.535554322221074, -0.13810688413453542], 0.0]
389 [[51.528530560944304, -0.139275034406209], 0.07291666666666667]
390 [[51.53006848607558, -0.1438358519234336], 0.015625]
391 [[51.52136674634019, -0.12726769138331273], 0.0]
392 [[51.539053204928024, -0.13423122169738116], 0.0]
393 [[51.519633494742806, -0.12364062944582357], 0.078125]
394 [[51.52930901472095, -0.12824792151090875], 0.0]
395 [[51.52748465793335, -0.1239798044224062], 0.06770833333333333]
396 [[51.53116204518963, -0.13393850202310797], 0.15104166666666666]
397 [[51.55705966780522, -0.14580611370340146], 0.041666666666666664]
398 [[51.543582100261794, -0.13241885580560697], 0.09375]
399 [[51.54139660972481, -0.13749233200910915], 0.041666666666666664]
400 [[51.537447618782736, -0.14446480599256722], 0.1875]
401 [[51.53635694213237, -0.13638136352533253], 0.08854166666666667]
402 [[51.544072575445384, -0.13680989410113806], 0.14583333333333334]
403 [[51.52818204101194, -0.1255388490792465], 0.10416666666666667]
404 [[51.522068816901495, -0.14060847176239105], 0.041666666666666664]
405 [[51.539692633931054, -0.13534180554301917], 0.0]
406 [[51.54459402655789, -0.15197994204727552], 0.036458333333333336]
407 [[51.52364642632823, -0.1417104754298677], 0.015625]
408 [[51.51774096541398, -0.1304071672139182], 0.036458333333333336]
409 [[51.52043518704071, -0.11883214976290699], 0.09895833333333333]
410 [[51.51767820186846, -0.12577910172580534], 0.19791666666666666]
411 [[51.52901468602657, -0.13184072143856534], 0.9635416666666666]
412 [[51.53869685574661, -0.13379685512936762], 0.0]
413 [[51.543453894580786, -0.14420626468110392], 0.036458333333333336]
414 [[51.52428349810571, -0.13156175296225148], 0.046875]
415 [[51.5208786638521, -0.1327327040193372], 0.08854166666666667]
416 [[51.524408989538344, -0.11725994624212191], 0.09895833333333333]
417 [[51.52658696083866, -0.12156984770915213], 0.10416666666666667]
418 [[51.52411907163566, -0.13950804269803638], 0.10416666666666667]
419 [[51.53182465557856, -0.13963158872141151], 0.08333333333333333]
420 [[51.54786436767276, -0.1412966526848124], 0.036458333333333336]
421 [[51.52853037880024, -0.1397589565008323], 0.0]
422 [[51.535366196830566, -0.1333333322523094], 0.09895833333333333]
423 [[51.54843343001204, -0.17027478499821352], 0.03125]
424 [[51.519014726907656, -0.135332101816563], 0.0625]
425 [[51.548750879273086, -0.1527349192967818], 0.0625]
426 [[51.53208284003912, -0.1326598403606525], 0.07291666666666667]
427 [[51.53793223298101, -0.146742540110886], 0.010416666666666666]
428 [[51.523528288693356, -0.12216266596977401], 0.03125]
429 [[51.52411393978947, -0.13970147563136825], 0.10416666666666667]
430 [[51.525896964166854, -0.1225369184941833], 0.08333333333333333]
431 [[51.55176442833195, -0.17142537802155688], 0.005208333333333333]
432 [[51.5417163394343, -0.1398062290942747], 0.13020833333333334]
433 [[51.55409372121528, -0.14041833975761348], 0.17708333333333334]
434 [[51.52836474861367, -0.12506000815034257], 0.078125]
435 [[51.52972677606239, -0.11890359889526722], 0.16666666666666666]
436 [[51.540150154659045, -0.15385168643061312], 0.052083333333333336]
437 [[51.52825307549574, -0.12654676370041307], 0.0625]
438 [[51.54663126884958, -0.1447142779112551], 0.10416666666666667]
439 [[51.541999894512124, -0.15751763007598585], 0.020833333333333332]
440 [[51.541149133820525, -0.13668528611428254], 0.052083333333333336]
441 [[51.55069255831165, -0.16962145161825992], 0.046875]
442 [[51.52713592888614, -0.13767463428731636], 0.14583333333333334]
443 [[51.523743738560455, -0.14126296247506115], 0.015625]
444 [[51.5491478552402, -0.14789490700146296], 0.041666666666666664]
445 [[51.53849283945456, -0.13770133598842388], 0.0]
446 [[51.53420112459314, -0.14017632227304005], 0.140625]
447 [[51.521457803605294, -0.13300222474398954], 0.036458333333333336]
448 [[51.54298108726495, -0.1664032415011607], 0.17708333333333334]
