0,732486470
1,6578395
2,67551930
3,156097875
4,4255962
5,83358163
6,602799890
7,3127736
8,552732632
9,21775941
10,109850072
11,4255963
12,4253995
13,132318682
14,639852468
15,173540092
16,28921465
17,647062692
18,4244822
19,25913823
20,2372173
21,156159285
22,18934344
23,132318682
24,4264244
25,2631518
26,4256033
27,156785200
28,4276816
29,628726544
30,49932208
31,4256918
32,19727047
33,8364289
34,302026658
35,4252988
36,642417295
37,3098814
38,4257251
39,4256036
40,24378722
41,4252989
42,4276816
43,23279389
44,4257237
45,4262451
46,23918352
47,2876904
48,27577234
49,374914321
50,26789076
51,706507525
52,7744551
53,4256725
54,166364166
55,9344819
56,4264192
57,4615510
58,4615510
59,26789063
60,4276816
61,617861355
62,8217860
63,34229202
64,7744550
65,8217860
66,7744551
67,590298787
68,2592180
69,17506651
70,4256586
71,30273083
72,3088642
73,22760646
74,4256871
75,617861355
76,589646347
77,4262342
78,26709645
79,157547569
80,22760646
81,8324893
82,22597496
83,69961424
84,82965853
85,8365726
86,82789639
87,4276816
88,4711430
89,26747643
90,4074189
91,4382815
92,4253991
93,23235776
94,2876551
95,49932207
96,541926391
97,26839668
98,4680802
99,4059325
100,4396061
101,23279389
102,4252251
103,303559639
104,4257255
105,303559639
106,745715066
107,385085394
108,24465847
109,4680832
110,4256304
111,156785169
112,285858085
113,26789063
114,17940465
115,2644766
116,82965852
117,502802545
118,17513386
119,4253606
120,23029155
121,739495873
122,4262336
123,215300904
124,9894931
125,4257250
126,4059307
127,438313906
128,4262449
129,4256036
130,4332859
131,4711430
132,69961424
133,591854191
134,2876892
135,26709655
136,3127736
137,28921465
138,602799890
139,4712648
140,642668494
141,4252988
142,24417542
143,678745735
144,4255531
145,602799890
146,558603482
147,521790478
148,209364980
149,4253995
150,24417542
151,23171846
152,251325042
153,37278014
154,156159285
155,156785197
156,628726544
157,148386202
158,4253041
159,26785614
160,4396102
161,35803751
162,4254072
163,4367325
164,2592180
165,8096707
166,558603482
167,4396061
168,23163544
169,17506651
170,706507527
171,22597553
172,2644235
173,4680821
174,732486470
175,639852468
176,4257235
177,22597449
178,558603482
179,4256725
180,642668494
181,4712647
182,4252991
183,8365726
184,3127736
185,185238299
186,51954141
187,4259161
188,4081006
189,3319600
190,371319143
191,4252251
192,166364166
193,570577390
194,9778592
195,24417542
196,211950232
197,156333054
198,4276831
199,4252989
200,8364289
201,26785614
202,4332859
203,602799890
204,642668494
205,4262449
206,22760646
207,723907794
208,156785169
209,28921465
210,3754020
211,322767216
212,617871004
213,26709645
214,26747583
215,5984345
216,4256036
217,438313906
218,26789063
219,560896052
220,288511764
221,7744550
222,17513387
223,4059326
224,173540092
225,589646347
226,4264243
227,4396030
228,4059325
229,4396061
230,4256865
231,4256871
232,157547568
233,4253038
234,4256871
235,4255531
236,552732632
237,4253218
238,26789063
239,732486470
240,3700585
241,4068455
242,35803751
243,642417302
244,609585914
245,4711480
246,2592180
247,4253395
248,211950232
249,8169022
250,105574435
251,207120022
252,3097621
253,3319600
254,23918410
255,21775941
256,61845123
257,26709668
258,4253996
259,22597470
260,4059306
261,51954142
262,2631519
263,28921465
264,156159285
265,17513374
266,302026658
267,17513379
268,4255531
269,642668494
270,156097875
271,527084930
272,49932190
273,438313906
274,4257254
275,49932205
276,6968327
277,38809706
278,4332859
279,30273083
280,6628585
281,23029155
282,8386773
283,42738685
284,4256982
285,4256918
286,30279582
287,4680836
288,9778592
289,4256033
290,542832662
291,589646347
292,3098814
293,4253996
294,18934345
295,121904678
296,4276816
297,4256304
298,371319040
299,37725870
300,35803751
301,306452416
302,4680802
303,355162536
304,156333054
305,4257241
306,602799890
307,4256036
308,4253992
309,4253041
310,4254075
311,4711430
312,4262449
313,396325645
314,157000735
315,3088166
316,207120022
317,67551928
318,156785196
319,40916735
320,2631518
321,132318682
322,157547568
323,4255541
324,38809707
325,306452416
326,4680802
327,4258962
328,156333054
329,49932204
330,4592636
331,4253993
332,17506651
333,9894931
334,4712648
335,166364279
336,7744548
337,4059306
338,23163544
339,4075106
340,4256036
341,4257250
342,17513368
343,628726544
344,642659972
345,4396487
346,438309962
347,23279389
348,4255541
349,642659972
350,4712647
351,207120021
352,4332859
353,3128349
354,285858085
355,8096707
356,26785614
357,4396102
358,24417542
359,157547569
360,4254072
361,477043927
362,4257255
363,26709645
364,51954142
365,157547569
366,4332859
367,9894931
368,157547574
369,21775941
370,48959576
371,156785197
372,6968337
373,23163545
374,4252988
375,589646347
376,132318682
377,4259178
378,265714887
379,4615510
380,4059326
381,4259161
382,639852468
383,2592180
384,4256611
385,4253345
386,26785614
387,4257250
388,41383226
389,24417542
390,26785012
391,17513387
392,642668494
393,173540092
394,132318682
395,438328556
396,8096707
397,4264328
398,636624657
399,628726544
400,26709668
401,639852468
402,732486470
403,4253993
404,69961424
405,558345059
406,706482885
407,209364980
408,322767216
409,4253629
410,4253217
411,23163544
412,642668494
413,38809706
414,18309858
415,589646347
416,3088642
417,17926243
418,294658107
419,235283104
420,4262451
421,24417542
422,82122321
423,4262342
424,30279582
425,4264244
426,8096701
427,497287422
428,605454355
429,294658107
430,2876129
431,4396030
432,8373541
433,4276831
434,49932183
435,109850082
436,9894931
437,4256304
438,210112121
439,7744548
440,327282287
441,4396061
442,4257235
443,209364980
444,4680802
445,602799891
446,22760646
447,17929796
448,156785197
449,4254072
450,3088642
451,2592181
452,3088642
453,26839668
454,18309858
455,8217860
456,19727047
457,566143789
458,7744551
459,7744548
460,4255531
461,617861355
462,135694809
463,602799890
464,2644707
465,4257250
466,675079978
467,593841488
468,8364045
469,41383226
470,156785197
471,4396061
472,542832660
473,690371462
474,4253041
475,542832662
476,4253606
477,294662324
478,602799891
479,4253991
480,17513370
481,3284233
482,17691739
483,23235776
484,9894931
485,132318682
486,589646347
487,8375945
488,23029155
489,27577234
490,437880011
491,739495872
492,4244822
493,642417289
494,67551930
495,38809706
496,55423672
497,26839668
498,22760646
499,360934008
500,166364279
501,56062189
502,4262449
503,4257237
504,23918352
505,2631518
506,2876129
507,155894306
508,27577234
509,4257252
510,3128349
511,438313906
512,23279389
513,609585914
514,26789063
515,3088642
516,157547568
517,4276816
518,4396061
519,505739792
520,303559651
521,4068455
522,8256233
523,674756319
524,26785012
525,2631519
526,156333054
527,33779263
528,690371462
529,4255531
530,4615513
531,109850082
532,4256982
533,2631518
534,26785808
535,4711429
536,4264946
537,566143789
538,542832662
539,27577234
540,4059326
541,198658661
542,4059306
543,4276831
544,306452416
545,17513379
546,497287422
547,4253038
548,4396102
549,4253624
550,402061426
551,306452416
552,8375945
553,4257250
554,4253038
555,4252251
556,157000735
557,166364166
558,299392143
559,56062189
560,402061426
561,558603482
562,4254075
563,542832660
564,4977045
565,3127736
566,628726544
567,4262451
568,541926390
569,17929793
570,636624657
571,4382815
572,8256233
573,24417542
574,4252988
575,22597553
